comment,cleaned_text,l_xlm,c_xlm,l_bert,c_bert
ඔයවගේ දෙකයිපනහේ පොන්න යක්කූ උඩ යවන්න එපා ආපහූ කාගේ හරි පස්සේ වැටිලා ලෙවකකා යාවි,ඔයවගේ දෙකයිපනහේ පොන්න යක්කූ උඩ යවන්න එපා ආපහූ කාගේ හරි පස්සේ වැටිලා ලෙවකකා යාවි,Harassment,0.6733,Harassment,0.9414
පට්ට ඈන්ගල් එක ඔහොම තියලා හිල් දෙකටම දිවදාන්න ඕන ඊට පස්සේ පුක ඇරලා කිම්බ පලන්න ඕන,පට්ට ඈන්ගල් එක ඔහොම තියලා හිල් දෙකටම දිවදාන්න ඕන ඊට පස්සේ පුක ඇරලා කිම්බ පලන්න ඕන,Harassment,0.7427,Harassment,0.9697
වචනවලට හුරු කරන්න කියන කියන වචනේ ගානේ හෙන්ඩුවෙන් අනිනවා ගොඩක්ම අනින්නේ ලිංගයට එතන සංවේදි නිසා සමහර උන් නැට්ට දෙකට නමනවා පස්ස ඇතුලට හෙන්ඩුව දලා අනිනවා එහෙම වදි දිලා දිලා තම හීලෑ ඇතෙක් හදා ගන්නේ,වචනවලට හුරු කරන්න කියන කියන වචනේ ගානේ හෙන්ඩුවෙන් අනිනවා ගොඩක්ම අනින්නේ ලිංගයට එතන සංවේදි නිසා සමහර උන් නැට්ට දෙකට නමනවා පස්ස ඇතුලට හෙන්ඩුව දලා අනිනවා එහෙම වදි දිලා දිලා තම හීලෑ ඇතෙක් හදා ගන්නේ,Harassment,0.4695,Harassment,0.6519
"ඉස්සරනම් මෙහෙම news ගියාම හැමෝටම මතක් උනේ ව. පොරගෙ අම්ම මුත්තා නැති කරා ජාතකේම හෙව්ව මඩ ගැහැව්ව. බ්බ්ක එක උගෙ වගේ කිව්වෙ. දැන් තාමත් මිනිහ අයින් උනාටත් පස්සෙ ""ස ""ගෙ කට්ටිය අකමැති news බ්බ්ක එකේ යනව. මීක් නැ දැන්. උන්ට තිබ්බ එකම අවුල ඊරිසියාව. ඔව් යාලුව නිසා තමා කිව්වෙ","ඉස්සරනම් මෙහෙම news ගියාම හැමෝටම මතක් උනේ ව. පොරගෙ අම්ම මුත්තා නැති කරා ජාතකේම හෙව්ව මඩ ගැහැව්ව. බ්බ්ක එක උගෙ වගේ කිව්වෙ. දැන් තාමත් මිනිහ අයින් උනාටත් පස්සෙ ""ස ""ගෙ කට්ටිය අකමැති news බ්බ්ක එකේ යනව. මීක් නැ දැන්. උන්ට තිබ්බ එකම අවුල ඊරිසියාව. ඔව් යාලුව නිසා තමා කිව්වෙ",Harassment,0.5239,Harassment,0.9478
රතු හැට්ටෙ පළල් මදි දෙතන පෙනෙන්නට තිසරුන් ආසයි මුහුන බලන්නට උස්සලා තන පට තද කරපන් රණ තිසරු පනී බැදපන් සේලෙ පලන් උඹේ කලව පෙන්නෙන්ට සුලිය වගේ නාභිය පෙන්වන්නට උස්සලා පස්ස ටිකාක් හදපන් ඉඟ සේලෙ තදින් ඇදපන්,රතු හැට්ටෙ පළල් මදි දෙතන පෙනෙන්නට තිසරුන් ආසයි මුහුන බලන්නට උස්සලා තන පට තද කරපන් රණ තිසරු පනී බැදපන් සේලෙ පලන් උඹේ කලව පෙන්නෙන්ට සුලිය වගේ නාභිය පෙන්වන්නට උස්සලා පස්ස ටිකාක් හදපන් ඉඟ සේලෙ තදින් ඇදපන්,Harassment,0.4856,Harassment,0.8599
කට්ට දෙනවා බල බල දුවනවා නේ.. මුගෙත් හෙන සෝබන තියෙන්නේ.. මං බැලුවා බෝඩිමේ ඇන්ටි කාටට කටට දෙන්නේ කියලා.පස්සේ බැලින්නම් බැල්ලිට මස් කට්ටක් දීලා ..,කට්ට දෙනවා බල බල දුවනවා නේ.. මුගෙත් හෙන සෝබන තියෙන්නේ.. මං බැලුවා බෝඩිමේ ඇන්ටි කාටට කටට දෙන්නේ කියලා.පස්සේ බැලින්නම් බැල්ලිට මස් කට්ටක් දීලා ..,Harassment,0.6201,Harassment,0.9746
තෝ ගහද්දි හරියට ගහපිය මීට පස්සෙ. තෝ ගැහුවෙ පක්යූටද දේසිකාටද කියල හිතාගන්න බැරුව හිටියෙ. වෙලාවකට මටද කියලත් ශුවර් නැතුවගියා,තෝ ගහද්දි හරියට ගහපිය මීට පස්සෙ. තෝ ගැහුවෙ පක්යූටද දේසිකාටද කියල හිතාගන්න බැරුව හිටියෙ. වෙලාවකට මටද කියලත් ශුවර් නැතුවගියා,Harassment,0.6094,Harassment,0.9263
ගහපං පයිං ඕකිගෙ පස්ස හත්කඩ වෙන්ඩ,ගහපං පයිං ඕකිගෙ පස්ස හත්කඩ වෙන්ඩ,Harassment,0.7456,Harassment,0.9429
තමන්ගෙ ගෑනිගෙ පස්ස මිරිකන එක ලෝකෙට පෙන්නන්න ඔනද නිදකිං බූරුව මී හරක් photography කුපාඩියා,තමන්ගෙ ගෑනිගෙ පස්ස මිරිකන එක ලෝකෙට පෙන්නන්න ඔනද නිදකිං බූරුව මී හරක් photography කුපාඩියා,Harassment,0.5269,Harassment,0.6787
අකමැති ගෑණි එකිගෙ අම්මි View full image : උර්ල් උර්ල්,අකමැති ගෑණි එකිගෙ අම්මි View full image : උර්ල් උර්ල්,Harassment,0.6475,Harassment,0.9448
ෆිල්ල්ට් රටේම ගෑනුන්ට අරින්න ⁣වගේ ටෝක දෙන්නේ උගේ ගෑණි(married) වෙන උන් එක්ක වටේ ගිහින් leak කරන් ෆිලා දැන් සැපද??,ෆිල්ල්ට් රටේම ගෑනුන්ට අරින්න ⁣වගේ ටෝක දෙන්නේ උගේ ගෑණි(married) වෙන උන් එක්ක වටේ ගිහින් leak කරන් ෆිලා දැන් සැපද??,Harassment,0.6499,Harassment,0.9072
තෝ වගේ කිසිම දවසක ගෑණියෙක්ට හුකල නැති පොන්නයෙක්ට නන් චීත්තයක් දැක්කත් රාගය ඇවිස්සෙනව ඇති. ඒත් හැම පිරිමියම උඹ වගේ කියල හිතන්න එපා. ගෑණියෙක්ගෙ අතක් කකුලක් පේන්න බැරි තෝ වගේ අසහනකාරයෝ තමයි පොඩි දරුවන්වත් දූශනය කරන්නෙ. අනුන්ගෙ ගෑණු ගැන බලන්න කලින් උඹ උඹේ හිත පාලනය කරගෙන හිටපන්,තෝ වගේ කිසිම දවසක ගෑණියෙක්ට හුකල නැති පොන්නයෙක්ට නන් චීත්තයක් දැක්කත් රාගය ඇවිස්සෙනව ඇති. ඒත් හැම පිරිමියම උඹ වගේ කියල හිතන්න එපා. ගෑණියෙක්ගෙ අතක් කකුලක් පේන්න බැරි තෝ වගේ අසහනකාරයෝ තමයි පොඩි දරුවන්වත් දූශනය කරන්නෙ. අනුන්ගෙ ගෑණු ගැන බලන්න කලින් උඹ උඹේ හිත පාලනය කරගෙන හිටපන්,Harassment,0.7109,Harassment,0.9736
ගෑණි හොර මිනිහෙක් ගාවට යන පලවෙනි දවසේ ඉඳලා දැන දැන අවජාතක ළමයාට උප්පැන්නෙ දෙන්න වෙනකොට ගෑනිගෙ පතිවත ගැන කතා කරන්නේ කවුද අයියා....,ගෑණි හොර මිනිහෙක් ගාවට යන පලවෙනි දවසේ ඉඳලා දැන දැන අවජාතක ළමයාට උප්පැන්නෙ දෙන්න වෙනකොට ගෑනිගෙ පතිවත ගැන කතා කරන්නේ කවුද අයියා....,Harassment,0.5425,Harassment,0.6597
ඕනේ නෑ set කරන්න මට උඹේ ගෑණි.. උඹේ ගෑණි වගේ....පිට පලු ලෑලි....... බලාගෙන ඉන්නේ ප්,ඕනේ නෑ set කරන්න මට උඹේ ගෑණි.. උඹේ ගෑණි වගේ....පිට පලු ලෑලි....... බලාගෙන ඉන්නේ ප්,Harassment,0.7104,Harassment,0.9756
ගොන්ජා උඹේ ගෑණිට පයිය පෙන්නපු එකත් මග එනවලු හුත්තෝ,ගොන්ජා උඹේ ගෑණිට පයිය පෙන්නපු එකත් මග එනවලු හුත්තෝ,Harassment,0.5879,Harassment,0.9717
තෝ දීපන් තොගෙ ගෑණිට නෙද්දකින් පට්ට පඳුරු ලොලු උකන්නා.,තෝ දීපන් තොගෙ ගෑණිට නෙද්දකින් පට්ට පඳුරු ලොලු උකන්නා.,Harassment,0.7798,Harassment,0.5337
දකින දකින ගෑණි උස්සං ගිහින් පෙරලගෙන හුකන්ඩ හදන උන් අතරේ මම වගේ ගෑණියෙක්ගේ අතින්වත් අල්ලලා නැති උනුත් ඉන්නවා කියහංකො. බායි.... ගිහින් එන්නම්.,දකින දකින ගෑණි උස්සං ගිහින් පෙරලගෙන හුකන්ඩ හදන උන් අතරේ මම වගේ ගෑණියෙක්ගේ අතින්වත් අල්ලලා නැති උනුත් ඉන්නවා කියහංකො. බායි.... ගිහින් එන්නම්.,Harassment,0.5703,Harassment,0.9014
මයෙ ගෑණි වත් මෙහෙම වුණා නම් මන්නා පිහියකින් ඇනලා මරලා මාව මේ වෙද්දි! චන්ධි · 15 නොව 2019 මව් කිරි දෙන අතරතුර ළමයා තනපුඩුව සැපුවා කියා කෝපවු මව කතුරෙන් 90 පොළකට ඇන බිලිඳාට තුවාල සිදු කර ඇත.... උර්ල්,මයෙ ගෑණි වත් මෙහෙම වුණා නම් මන්නා පිහියකින් ඇනලා මරලා මාව මේ වෙද්දි! චන්ධි · 15 නොව 2019 මව් කිරි දෙන අතරතුර ළමයා තනපුඩුව සැපුවා කියා කෝපවු මව කතුරෙන් 90 පොළකට ඇන බිලිඳාට තුවාල සිදු කර ඇත.... උර්ල්,Harassment,0.7178,Harassment,0.6982
ටෝ හදන්නෙ ගෑණි ලව්ව මගේ හොම්බ තලවන්නද.,ටෝ හදන්නෙ ගෑණි ලව්ව මගේ හොම්බ තලවන්නද.,Harassment,0.5649,Harassment,0.5088
තොම්බ පළල් උනේ හොරා කන්න ගිහින් ගෙදර ගෑණි ගලේ උලල | සළු,තොම්බ පළල් උනේ හොරා කන්න ගිහින් ගෙදර ගෑණි ගලේ උලල | සළු,Harassment,0.5029,Harassment,0.5693
ඕකාගේ ගෑණි තලාතුඔය ඔඉක් එක්ක පැනලත් ගියා.,ඕකාගේ ගෑණි තලාතුඔය ඔඉක් එක්ක පැනලත් ගියා.,Harassment,0.5513,Harassment,0.6348
ඕකගේ ඇට දෙක තලලා මදි අක්කාහ්.. කොන කපපු වෙලේ සම්පූර්ණයෙන් කපන්න තිබ්බේ.. එතකොට ගණිකාව වෙන්නේ උගේ ගෑණි. මිනිහට බැරි නිසා,ඕකගේ ඇට දෙක තලලා මදි අක්කාහ්.. කොන කපපු වෙලේ සම්පූර්ණයෙන් කපන්න තිබ්බේ.. එතකොට ගණිකාව වෙන්නේ උගේ ගෑණි. මිනිහට බැරි නිසා,Harassment,0.501,Harassment,0.9526
උබට හුකල ගිය ගෑණි සතුටු වෙයි උත්තෝ..,උබට හුකල ගිය ගෑණි සතුටු වෙයි උත්තෝ..,Harassment,0.7603,Harassment,0.8584
"ඔවාගේ සක්කිලි කටේ හැටියට වැල්ලේ මාළු විකුණන ගෑණියෙක් මරදානේ පාලම යට දෙසීයට අල්ලන ගෑණියෙක් තමයි මැඩම් කිට්ටුවෙන්නේ, ඔයාගේ නෑයෝ ඒ ලේයර් එකේ නැති නිසා ඔයාගේ චූන් ඔවාට ගන්න දීලා ඉන්නවා ඇති","ඔවාගේ සක්කිලි කටේ හැටියට වැල්ලේ මාළු විකුණන ගෑණියෙක් මරදානේ පාලම යට දෙසීයට අල්ලන ගෑණියෙක් තමයි මැඩම් කිට්ටුවෙන්නේ, ඔයාගේ නෑයෝ ඒ ලේයර් එකේ නැති නිසා ඔයාගේ චූන් ඔවාට ගන්න දීලා ඉන්නවා ඇති",Harassment,0.6748,Harassment,0.7222
", ඔය ගෑණි පට්ට ල්ට්ටේට්ග්ටේ අත්තක්.",", ඔය ගෑණි පට්ට ල්ට්ටේට්ග්ටේ අත්තක්.",Harassment,0.4993,Harassment,0.9722
ඔන්න ආයෙත් සෞදියෙ වෙසිගෙ පුතාල ලන්කාවෙ ගෑණියෙක්ව ගල් ගහල මරන්න නියම කරලා.. :( හැබැයි ඒක නම් ඒ ගෑණි ඉල්ලගෙන කාපු... උර්ල්,ඔන්න ආයෙත් සෞදියෙ වෙසිගෙ පුතාල ලන්කාවෙ ගෑණියෙක්ව ගල් ගහල මරන්න නියම කරලා.. :( හැබැයි ඒක නම් ඒ ගෑණි ඉල්ලගෙන කාපු... උර්ල්,Harassment,0.6099,Harassment,0.9673
ගෑණි ගේම්.ගහයි..මූ තමා රෙදි හෝදල ලමයි නාවල කවල.පොවල.නොදි කරල.වලං පිඟම් එහෙම.හෝදන්නෙ,ගෑණි ගේම්.ගහයි..මූ තමා රෙදි හෝදල ලමයි නාවල කවල.පොවල.නොදි කරල.වලං පිඟම් එහෙම.හෝදන්නෙ,Harassment,0.5229,Harassment,0.9692
වලෙන් උබේ අප්පවයි අම්මාවයි උබට ඔන විදියට හදලා දෙන්න අහිංසක පිස්සා,වලෙන් උබේ අප්පවයි අම්මාවයි උබට ඔන විදියට හදලා දෙන්න අහිංසක පිස්සා,Harassment,0.7788,Harassment,0.8745
හිත හිත ඉන්න හද නොම කරගනු මෙල්ල කොල්ලෙකි සුන්දරම අක්කිල⁣ගේ මල්ල පොල්කට්ටක් පිරෙන්නට බැරිමුත් දල්ල පිබිදෙන්නට ආසාවේ මතුරනවා පල්ල දන්නා කාලෙ සිට ටුවිටරයේ වස්සා ලා තන නිල්ල වෙත ඇත නිති මුගේ මුව උස්සා කාගෙන යමන් මල්ලෝ දැක්කොත් අස්සා කොනනම් ඉතුරැවෙන්නේ නෑ අම්මප පිස්සා,හිත හිත ඉන්න හද නොම කරගනු මෙල්ල කොල්ලෙකි සුන්දරම අක්කිල⁣ගේ මල්ල පොල්කට්ටක් පිරෙන්නට බැරිමුත් දල්ල පිබිදෙන්නට ආසාවේ මතුරනවා පල්ල දන්නා කාලෙ සිට ටුවිටරයේ වස්සා ලා තන නිල්ල වෙත ඇත නිති මුගේ මුව උස්සා කාගෙන යමන් මල්ලෝ දැක්කොත් අස්සා කොනනම් ඉතුරැවෙන්නේ නෑ අම්මප පිස්සා,Harassment,0.7573,Harassment,0.5698
එක හුජ්ජ කෙල්ලෙක් කටේ අතුල්ලලා ගියා කියලා . ගේ වෙන්න වත් බ්‍රහ්මචාරී වෙන්නවත් හිතන්න එපා මනුසයො .,එක හුජ්ජ කෙල්ලෙක් කටේ අතුල්ලලා ගියා කියලා . ගේ වෙන්න වත් බ්‍රහ්මචාරී වෙන්නවත් හිතන්න එපා මනුසයො .,Harassment,0.562,Harassment,0.6831
රු50 දීලා ඇගිලි දෙකෙන් ඇවිත් හුජ්ජ කරලා ගිහින් ආයේ උන් වතුර ගහලා නැති එක උඩටම රීලා යන පොදු වැසිකිලියක් වගේ වෙලා මේක. තව එකෙක් උඩට එනවා බලන් ඉන්න බැරි රීච් වෙයි කියලා බය ගබ්සා කරද්දි මොලේ මැරිලා කද එලියට ආපු උන් හැමතැනම.හයියෙන් පැඩ්ඩත් ඇවිස්සෙන පදුරු හුකන්නෝ.ඊයා.,රු50 දීලා ඇගිලි දෙකෙන් ඇවිත් හුජ්ජ කරලා ගිහින් ආයේ උන් වතුර ගහලා නැති එක උඩටම රීලා යන පොදු වැසිකිලියක් වගේ වෙලා මේක. තව එකෙක් උඩට එනවා බලන් ඉන්න බැරි රීච් වෙයි කියලා බය ගබ්සා කරද්දි මොලේ මැරිලා කද එලියට ආපු උන් හැමතැනම.හයියෙන් පැඩ්ඩත් ඇවිස්සෙන පදුරු හුකන්නෝ.ඊයා.,Harassment,0.7109,Harassment,0.5015
"අපේ ගෙදර බල්ලෙක් හිටිය කලින් ඌ සාලේ චූ කරල, අම්ම උස්සන් ඇවිල්ල උගෙ හොම්බ ඉලුවා බලු හුජ්ජ ගොඩේ ඌට පාඩමක් උගන්වන්න කියල කරේ යූඌ · 4 දෙක් 2021 හිතුනොත් බැල්ලිව මකලා හදනවා ,ගෙයි බෙටි ගහන එක නතර වෙන්නෙම නෑ","අපේ ගෙදර බල්ලෙක් හිටිය කලින් ඌ සාලේ චූ කරල, අම්ම උස්සන් ඇවිල්ල උගෙ හොම්බ ඉලුවා බලු හුජ්ජ ගොඩේ ඌට පාඩමක් උගන්වන්න කියල කරේ යූඌ · 4 දෙක් 2021 හිතුනොත් බැල්ලිව මකලා හදනවා ,ගෙයි බෙටි ගහන එක නතර වෙන්නෙම නෑ",Harassment,0.6538,Harassment,0.9385
උදේ අලි රැකලා එනගමන් කුබුරු පාරේ රස කතා මල්ලි කොහෙද ගියේ 6යි වෙලාව නැගිටපන් මූන හෝදගෙන කාපිය වේසිගෙ පුතා ඊයේ රෑ හුජ්ජ ටික වක්කරගෙන ඇවිත් අපිට නිදියන්න නෑ කවුද ප ### මගේ වතුර මුරේ කැඩුවෙ හුජ්ජ කරලා හාපන් වතුර නැත්තම්,උදේ අලි රැකලා එනගමන් කුබුරු පාරේ රස කතා මල්ලි කොහෙද ගියේ 6යි වෙලාව නැගිටපන් මූන හෝදගෙන කාපිය වේසිගෙ පුතා ඊයේ රෑ හුජ්ජ ටික වක්කරගෙන ඇවිත් අපිට නිදියන්න නෑ කවුද ප ### මගේ වතුර මුරේ කැඩුවෙ හුජ්ජ කරලා හාපන් වතුර නැත්තම්,Harassment,0.6602,Harassment,0.5039
"හුට්ටප්පරී හුච්චී හුක්කුච්චි හුජ්ජි හුමාලි හුංගාරි හුයන්නී හුත්තී හුකන්නී යම රජතුමා · 22 නොව 2019 පුලුවන් නම් ""හු"" අකුරෙන් පටන් ගන්න කෙල්ලෙක්ගෙ නමක් කියන්න.","හුට්ටප්පරී හුච්චී හුක්කුච්චි හුජ්ජි හුමාලි හුංගාරි හුයන්නී හුත්තී හුකන්නී යම රජතුමා · 22 නොව 2019 පුලුවන් නම් ""හු"" අකුරෙන් පටන් ගන්න කෙල්ලෙක්ගෙ නමක් කියන්න.",Harassment,0.6138,Harassment,0.9312
"අම්මටසිරි, පොල්කට්ටක් පිරෙන්න හුජ්ජ කරන්න බැරි සුටි ඩයල් බලපන්කො. යන්න කොනට කොනට.","අම්මටසිරි, පොල්කට්ටක් පිරෙන්න හුජ්ජ කරන්න බැරි සුටි ඩයල් බලපන්කො. යන්න කොනට කොනට.",Harassment,0.522,Harassment,0.9331
අලුත් කෑල්ලක් ඈවිත් රගනවා පුක උඩ තියන්...,අලුත් කෑල්ලක් ඈවිත් රගනවා පුක උඩ තියන්...,Harassment,0.6367,Harassment,0.5308
"මා විසින් පළ කළ පහත ටිවිටර් පණිවිඩයට ලැබී තිබු ප්‍රතිචාර වැඩි ප්‍රමාණයක හරය මෙසේ පළ කරමි. ""උගත් ඇට කිච්චී, වැස්සි, ගොන් ටැම්බි, මන්ද මානසික එළදෙන, උඹ, මේකී,ගොන් බඩු කෑල්ල, ගොන් හැතිරි,චිංචිමානවිකාව, බැල්ලී ,වැළලියන් තෝ ! පුකේ ඉත්තෑවෝ ! ජාතක කරපු එවුන් පව්! "" බුදුන් කියවන්න","මා විසින් පළ කළ පහත ටිවිටර් පණිවිඩයට ලැබී තිබු ප්‍රතිචාර වැඩි ප්‍රමාණයක හරය මෙසේ පළ කරමි. ""උගත් ඇට කිච්චී, වැස්සි, ගොන් ටැම්බි, මන්ද මානසික එළදෙන, උඹ, මේකී,ගොන් බඩු කෑල්ල, ගොන් හැතිරි,චිංචිමානවිකාව, බැල්ලී ,වැළලියන් තෝ ! පුකේ ඉත්තෑවෝ ! ජාතක කරපු එවුන් පව්! "" බුදුන් කියවන්න",Harassment,0.7876,Harassment,0.7773
", ඉස්සෙල්ල පයිය නග්ගන් හිටපං ගෑනු තුනක් ඉස්සරහ නිකං පීචං වෙන්නෙ නැතුව. පයිය පෙන්ටෝච් කෑල්ල වගේ තියාගෙන හැමනෙන්ඩ හදන ගොං වේසිගෙ පුතා. තෝ හොඳ පුක දෙන්ඩ පකෝ.",", ඉස්සෙල්ල පයිය නග්ගන් හිටපං ගෑනු තුනක් ඉස්සරහ නිකං පීචං වෙන්නෙ නැතුව. පයිය පෙන්ටෝච් කෑල්ල වගේ තියාගෙන හැමනෙන්ඩ හදන ගොං වේසිගෙ පුතා. තෝ හොඳ පුක දෙන්ඩ පකෝ.",Harassment,0.7422,Harassment,0.9868
තො වගේ ගොනෙක් එක්ක ගොන් තර්ක කරගන ඉන්න මට වෙලාවක් නෑ ගස් වේස බැල්ලීගේ පුතෝ. තෝ රට පටලවගෙන එකම දෙ එක එක විදිහට කියාගෙන ඉනන වල්පකයෙක්. තෝ මොන කබ්බෙක් ද මට. තෝ බයිට් වෙලා ඉවරයි දැනටමත්. ආය ආය එනවා ලබ්බ ලොවන්න වල් පරයා. තොට පඩයක් ගියත් ට්විට්ට් කරන ගල් වේසිගේ පුතෙක් නේ තෝ එකයි තො මෙහෙම,තො වගේ ගොනෙක් එක්ක ගොන් තර්ක කරගන ඉන්න මට වෙලාවක් නෑ ගස් වේස බැල්ලීගේ පුතෝ. තෝ රට පටලවගෙන එකම දෙ එක එක විදිහට කියාගෙන ඉනන වල්පකයෙක්. තෝ මොන කබ්බෙක් ද මට. තෝ බයිට් වෙලා ඉවරයි දැනටමත්. ආය ආය එනවා ලබ්බ ලොවන්න වල් පරයා. තොට පඩයක් ගියත් ට්විට්ට් කරන ගල් වේසිගේ පුතෙක් නේ තෝ එකයි තො මෙහෙම,Harassment,0.6099,Harassment,0.9805
මූනට දැක්කම වචනයක් කතා නොකර දැං එනව නයිස් ටු මීට් යු ගාන්න දෙන්නෙ තොට පයින්,මූනට දැක්කම වචනයක් කතා නොකර දැං එනව නයිස් ටු මීට් යු ගාන්න දෙන්නෙ තොට පයින්,Harassment,0.5449,Harassment,0.7964
තොට උනා නම් මේකෙ කොට කොට ඉන්න හේතුවක් නෑනෙ..බෙල්ල මිරිකලා හරි කියනව..උන්නද මලාද කියලවත් බලන ගෑණි මගේ,තොට උනා නම් මේකෙ කොට කොට ඉන්න හේතුවක් නෑනෙ..බෙල්ල මිරිකලා හරි කියනව..උන්නද මලාද කියලවත් බලන ගෑණි මගේ,Harassment,0.6924,Harassment,0.6909
"රාලහාමි : කියාපිය , තෝ වලහා නේද ?, හාවා : නෑ මාත්තියා , මම ආවා(හාවා) . රාලහාමි : ඒකට කමක් නෑ කියාපිය කැ#*- තෝ වලහා කියලා, නැත්තං තොට ගහලා මරනවා දැනගං . තෝ හාවා නෙවෙයි තෝ වලහා.. දැන් තොගෙ කටින්ම කියන්න ඕනෙ තෝ වලහෙක් කියලා.","රාලහාමි : කියාපිය , තෝ වලහා නේද ?, හාවා : නෑ මාත්තියා , මම ආවා(හාවා) . රාලහාමි : ඒකට කමක් නෑ කියාපිය කැ#*- තෝ වලහා කියලා, නැත්තං තොට ගහලා මරනවා දැනගං . තෝ හාවා නෙවෙයි තෝ වලහා.. දැන් තොගෙ කටින්ම කියන්න ඕනෙ තෝ වලහෙක් කියලා.",Harassment,0.7954,Harassment,0.8481
නිදුකින් ඉනුමැන තොට වඩා කල් තොගෙ පණත් අරගෙන මෙමා,නිදුකින් ඉනුමැන තොට වඩා කල් තොගෙ පණත් අරගෙන මෙමා,Harassment,0.5889,Harassment,0.7358
තොට ඉතිං අලි හුත්තක් නේ තියෙන්නේ ගිහිං දීපිය අලියට..ඇරෝගන්න ලොකුවට.. ඇරී ටික මදි නේ.. ආ...හා එතෝට උබ කියන්නේ බොට පොට්ටුව වගේ පිවිතුරු පිපිලත් නැති එකක් තියේ කියලද? අනෙ මගේ කට.. #වලි #දෙබස් #කුනුහබ්බ,තොට ඉතිං අලි හුත්තක් නේ තියෙන්නේ ගිහිං දීපිය අලියට..ඇරෝගන්න ලොකුවට.. ඇරී ටික මදි නේ.. ආ...හා එතෝට උබ කියන්නේ බොට පොට්ටුව වගේ පිවිතුරු පිපිලත් නැති එකක් තියේ කියලද? අනෙ මගේ කට.. #වලි #දෙබස් #කුනුහබ්බ,Harassment,0.6709,Harassment,0.8286
කැරි වේසිගෙ පුතා ලංකාවේ ජාතිවාදය අවුස්සපු හුකන්න තොට මේ ගැන කාතා කරන්න කිසිම අයිතියක් නෑ,කැරි වේසිගෙ පුතා ලංකාවේ ජාතිවාදය අවුස්සපු හුකන්න තොට මේ ගැන කාතා කරන්න කිසිම අයිතියක් නෑ,Harassment,0.7754,Harassment,0.9331
තොට පිස්සුද ගස්බල්ලෝ පොඩි එකෙක්ගේ රස්සාවකට කෙලවන්න හදන්නේ නොදකින් බං උඹ නම් දාර පොන්නයෙක්. අයියා කියපු කතාව ඇත්ත.උඹ නම් බල්ලෙක්ට ජාතක වෙච්ච පරයෙක්.,තොට පිස්සුද ගස්බල්ලෝ පොඩි එකෙක්ගේ රස්සාවකට කෙලවන්න හදන්නේ නොදකින් බං උඹ නම් දාර පොන්නයෙක්. අයියා කියපු කතාව ඇත්ත.උඹ නම් බල්ලෙක්ට ජාතක වෙච්ච පරයෙක්.,Harassment,0.6802,Harassment,0.9746
හම්මට තොට ද වැටිල තියෙන්නේ තොව නෙවෙයි මූව,හම්මට තොට ද වැටිල තියෙන්නේ තොව නෙවෙයි මූව,Harassment,0.6963,Harassment,0.9795
අසහනකාර හඩු සුප්පා තොට මහත් කෙල්ලෙක්වම බදින්න සෙට් වෙයන්,අසහනකාර හඩු සුප්පා තොට මහත් කෙල්ලෙක්වම බදින්න සෙට් වෙයන්,Harassment,0.7251,Harassment,0.5718
පොන්නයො තොට බැරිනම් පුලුවන් කෙනෙකුට රට බාරදීපිය තෝ විජයහුකලත් එක්ක හැ#නිය. උර්ල්,පොන්නයො තොට බැරිනම් පුලුවන් කෙනෙකුට රට බාරදීපිය තෝ විජයහුකලත් එක්ක හැ#නිය. උර්ල්,Harassment,0.5859,Harassment,0.9185
කෙල්ලො එක්ක කොල්ලො ගියොත් හොඳට ෂොපිංදැං දැනේවි තොට කෑවවගේ පරණ අබිං බං බිල දැක්කම හොම්බෙන්යයි බෙල්ල කටිංදැං කෙල්ලන්හට මලපැන්නොත් දඩිංබිඩිංඩොං,කෙල්ලො එක්ක කොල්ලො ගියොත් හොඳට ෂොපිංදැං දැනේවි තොට කෑවවගේ පරණ අබිං බං බිල දැක්කම හොම්බෙන්යයි බෙල්ල කටිංදැං කෙල්ලන්හට මලපැන්නොත් දඩිංබිඩිංඩොං,Harassment,0.7432,Harassment,0.7412
අප්පෝ ආපහු පටන්ගත්තද හුත්ත සයිකො ගහන්ඩ දන්නව නං තොට ගන්ජ ගස්සන්නෙත් නැ,අප්පෝ ආපහු පටන්ගත්තද හුත්ත සයිකො ගහන්ඩ දන්නව නං තොට ගන්ජ ගස්සන්නෙත් නැ,Harassment,0.5649,Harassment,0.6694
රිලාසිරි ගහනව තොට වැලි උර්ල්,රිලාසිරි ගහනව තොට වැලි උර්ල්,Harassment,0.5928,Harassment,0.6284
අඩෙ ප්‍රබාගෙ අවජාතක පුතා -CH4RR1TH · 2 ඖග් 2020 වයසද පකෝ කිව්වෙ? එහෙනන් ප්‍රබාකරනුත් තොට කලින් නෙ ආවෙ.,අඩෙ ප්‍රබාගෙ අවජාතක පුතා -CH4RR1TH · 2 ඖග් 2020 වයසද පකෝ කිව්වෙ? එහෙනන් ප්‍රබාකරනුත් තොට කලින් නෙ ආවෙ.,Harassment,0.7598,Harassment,0.9019
හදපු වදපු දෙමාපියන්ට බොරු කරල උබත් එක්ක එන ඒකි තොට බොරු නොකර ඉදීද හුත්තො! ලොවෙස්ටෝර්ය්,හදපු වදපු දෙමාපියන්ට බොරු කරල උබත් එක්ක එන ඒකි තොට බොරු නොකර ඉදීද හුත්තො! ලොවෙස්ටෝර්ය්,Harassment,0.5322,Harassment,0.8003
